SystemCodeNumber,Capacity,Occupancy,LastUpdated,Vacant,OccupancyRate
BHMBCCMKT01,577,178,2016-10-05 12:04:00,399,0.30849220103986136
BHMBCCMKT01,577,183,2016-10-05 12:30:00,394,0.317157712305026
BHMBCCMKT01,577,175,2016-10-05 12:57:00,402,0.30329289428076256
BHMBCCMKT01,577,179,2016-10-05 13:30:00,398,0.31022530329289427
BHMBCCMKT01,577,174,2016-10-05 13:57:00,403,0.30155979202772965
BHMBCCMKT01,577,158,2016-10-05 14:30:00,419,0.2738301559792028
BHMBCCMKT01,577,145,2016-10-05 14:57:00,432,0.2512998266897747
BHMBCCMKT01,577,129,2016-10-05 15:30:00,448,0.22357019064124783
BHMBCCMKT01,577,121,2016-10-05 16:04:00,456,0.2097053726169844
BHMBCCMKT01,577,114,2016-10-05 16:30:00,463,0.1975736568457539
BHMBCCMKT01,577,58,2016-10-06 07:57:00,519,0.10051993067590988
BHMBCCMKT01,577,63,2016-10-06 08:30:00,514,0.10918544194107452
BHMBCCMKT01,577,70,2016-10-06 08:57:00,507,0.12131715771230503
BHMBCCMKT01,577,95,2016-10-06 09:30:00,482,0.16464471403812825
BHMBCCMKT01,577,135,2016-10-06 10:03:00,442,0.2339688041594454
BHMBCCMKT01,577,160,2016-10-06 10:30:00,417,0.2772963604852686
BHMBCCMKT01,577,177,2016-10-06 10:57:00,400,0.30675909878682844
BHMBCCMKT01,577,191,2016-10-06 11:30:00,386,0.3310225303292894
BHMBCCMKT01,577,199,2016-10-06 12:04:00,378,0.34488734835355284
BHMBCCMKT01,577,206,2016-10-06 12:30:00,371,0.35701906412478335
BHMBCCMKT01,577,198,2016-10-06 12:57:00,379,0.3431542461005199
BHMBCCMKT01,577,208,2016-10-06 13:30:00,369,0.36048526863084923
BHMBCCMKT01,577,200,2016-10-06 13:57:00,377,0.3466204506065858
BHMBCCMKT01,577,175,2016-10-06 14:30:00,402,0.30329289428076256
BHMBCCMKT01,577,158,2016-10-06 15:04:00,419,0.2738301559792028
BHMBCCMKT01,577,153,2016-10-06 15:31:00,424,0.2651646447140381
BHMBCCMKT01,577,135,2016-10-06 16:04:00,442,0.2339688041594454
BHMBCCMKT01,577,129,2016-10-06 16:30:00,448,0.22357019064124783
BHMBCCMKT01,577,58,2016-10-07 08:03:00,519,0.10051993067590988
BHMBCCMKT01,577,61,2016-10-07 08:30:00,516,0.10571923743500866
BHMBCCMKT01,577,75,2016-10-07 09:04:00,502,0.12998266897746968
BHMBCCMKT01,577,103,2016-10-07 09:30:00,474,0.17850953206239167
BHMBCCMKT01,577,128,2016-10-07 09:57:00,449,0.2218370883882149
BHMBCCMKT01,577,172,2016-10-07 10:30:00,405,0.29809358752166376
BHMBCCMKT01,577,188,2016-10-07 10:57:00,389,0.32582322357019067
BHMBCCMKT01,577,199,2016-10-07 11:30:00,378,0.34488734835355284
BHMBCCMKT01,577,210,2016-10-07 12:03:00,367,0.36395147313691506
BHMBCCMKT01,577,206,2016-10-07 12:30:00,371,0.35701906412478335
BHMBCCMKT01,577,200,2016-10-07 13:04:00,377,0.3466204506065858
BHMBCCMKT01,577,201,2016-10-07 13:30:00,376,0.3483535528596187
BHMBCCMKT01,577,193,2016-10-07 14:03:00,384,0.3344887348353553
BHMBCCMKT01,577,181,2016-10-07 14:30:00,396,0.31369150779896016
BHMBCCMKT01,577,172,2016-10-07 15:04:00,405,0.29809358752166376
BHMBCCMKT01,577,159,2016-10-07 15:30:00,418,0.2755632582322357
BHMBCCMKT01,577,158,2016-10-07 15:57:00,419,0.2738301559792028
BHMBCCMKT01,577,132,2016-10-07 16:30:00,445,0.22876949740034663
BHMBCCMKT01,577,58,2016-10-08 07:57:00,519,0.10051993067590988
BHMBCCMKT01,577,61,2016-10-08 08:30:00,516,0.10571923743500866
BHMBCCMKT01,577,75,2016-10-08 08:57:00,502,0.12998266897746968
BHMBCCMKT01,577,104,2016-10-08 09:30:00,473,0.18024263431542462
BHMBCCMKT01,577,158,2016-10-08 10:04:00,419,0.2738301559792028
BHMBCCMKT01,577,191,2016-10-08 10:30:00,386,0.3310225303292894
BHMBCCMKT01,577,223,2016-10-08 10:57:00,354,0.38648180242634317
BHMBCCMKT01,577,254,2016-10-08 11:30:00,323,0.44020797227036396
BHMBCCMKT01,577,306,2016-10-08 12:04:00,271,0.5303292894280762
BHMBCCMKT01,577,320,2016-10-08 12:30:00,257,0.5545927209705372
BHMBCCMKT01,577,348,2016-10-08 13:04:00,229,0.6031195840554593
BHMBCCMKT01,577,357,2016-10-08 13:30:00,220,0.6187175043327556
BHMBCCMKT01,577,395,2016-10-08 14:03:00,182,0.6845753899480069
BHMBCCMKT01,577,400,2016-10-08 14:30:00,177,0.6932409012131716
BHMBCCMKT01,577,395,2016-10-08 14:57:00,182,0.6845753899480069
BHMBCCMKT01,577,406,2016-10-08 15:30:00,171,0.7036395147313691
BHMBCCMKT01,577,381,2016-10-08 16:04:00,196,0.6603119584055459
BHMBCCMKT01,577,365,2016-10-08 16:30:00,212,0.6325823223570191
BHMBCCMKT01,577,42,2016-10-09 08:04:00,535,0.07279029462738301
BHMBCCMKT01,577,42,2016-10-09 08:30:00,535,0.07279029462738301
BHMBCCMKT01,577,43,2016-10-09 09:04:00,534,0.07452339688041594
BHMBCCMKT01,577,43,2016-10-09 09:30:00,534,0.07452339688041594
BHMBCCMKT01,577,50,2016-10-09 09:57:00,527,0.08665511265164645
BHMBCCMKT01,577,64,2016-10-09 10:30:00,513,0.11091854419410745
BHMBCCMKT01,577,100,2016-10-09 11:04:00,477,0.1733102253032929
BHMBCCMKT01,577,126,2016-10-09 11:30:00,451,0.21837088388214904
BHMBCCMKT01,577,148,2016-10-09 11:57:00,429,0.2564991334488735
BHMBCCMKT01,577,170,2016-10-09 12:30:00,407,0.29462738301559793
BHMBCCMKT01,577,189,2016-10-09 13:04:00,388,0.3275563258232236
BHMBCCMKT01,577,205,2016-10-09 13:30:00,372,0.35528596187175043
BHMBCCMKT01,577,208,2016-10-09 14:03:00,369,0.36048526863084923
BHMBCCMKT01,577,209,2016-10-09 14:30:00,368,0.36221837088388215
BHMBCCMKT01,577,191,2016-10-09 15:04:00,386,0.3310225303292894
BHMBCCMKT01,577,180,2016-10-09 15:30:00,397,0.3119584055459272
BHMBCCMKT01,577,155,2016-10-09 16:03:00,422,0.268630849220104
BHMBCCMKT01,577,133,2016-10-09 16:30:00,444,0.23050259965337955
BHMBCCMKT01,577,54,2016-10-10 08:04:00,523,0.09358752166377816
BHMBCCMKT01,577,56,2016-10-10 08:30:00,521,0.09705372616984402
BHMBCCMKT01,577,65,2016-10-10 09:04:00,512,0.11265164644714037
BHMBCCMKT01,577,73,2016-10-10 09:30:00,504,0.1265164644714038
BHMBCCMKT01,577,92,2016-10-10 10:03:00,485,0.15944540727902945
BHMBCCMKT01,577,113,2016-10-10 10:30:00,464,0.19584055459272098
BHMBCCMKT01,577,144,2016-10-10 10:57:00,433,0.24956672443674177
BHMBCCMKT01,577,149,2016-10-10 11:30:00,428,0.2582322357019064
BHMBCCMKT01,577,159,2016-10-10 11:57:00,418,0.2755632582322357
BHMBCCMKT01,577,171,2016-10-10 12:30:00,406,0.29636048526863085
BHMBCCMKT01,577,176,2016-10-10 13:04:00,401,0.3050259965337955
BHMBCCMKT01,577,172,2016-10-10 13:30:00,405,0.29809358752166376
BHMBCCMKT01,577,161,2016-10-10 14:03:00,416,0.27902946273830154
BHMBCCMKT01,577,154,2016-10-10 14:30:00,423,0.2668977469670711
BHMBCCMKT01,577,137,2016-10-10 14:57:00,440,0.23743500866551126
BHMBCCMKT01,577,129,2016-10-10 15:30:00,448,0.22357019064124783
BHMBCCMKT01,577,130,2016-10-10 15:57:00,447,0.22530329289428075
BHMBCCMKT01,577,114,2016-10-10 16:30:00,463,0.1975736568457539
BHMBCCMKT01,577,56,2016-10-11 08:04:00,521,0.09705372616984402
BHMBCCMKT01,577,64,2016-10-11 08:30:00,513,0.11091854419410745
BHMBCCMKT01,577,74,2016-10-11 08:57:00,503,0.12824956672443674
BHMBCCMKT01,577,93,2016-10-11 09:30:00,484,0.1611785095320624
BHMBCCMKT01,577,129,2016-10-11 09:57:00,448,0.22357019064124783
BHMBCCMKT01,577,167,2016-10-11 10:30:00,410,0.28942807625649913
BHMBCCMKT01,577,200,2016-10-11 10:57:00,377,0.3466204506065858
BHMBCCMKT01,577,219,2016-10-11 11:30:00,358,0.37954939341421146
BHMBCCMKT01,577,225,2016-10-11 12:03:00,352,0.389948006932409
BHMBCCMKT01,577,221,2016-10-11 12:30:00,356,0.3830155979202773
BHMBCCMKT01,577,217,2016-10-11 13:04:00,360,0.37608318890814557
BHMBCCMKT01,577,217,2016-10-11 13:31:00,360,0.37608318890814557
BHMBCCMKT01,577,208,2016-10-11 14:04:00,369,0.36048526863084923
BHMBCCMKT01,577,191,2016-10-11 14:30:00,386,0.3310225303292894
BHMBCCMKT01,577,167,2016-10-11 15:03:00,410,0.28942807625649913
BHMBCCMKT01,577,159,2016-10-11 15:33:00,418,0.2755632582322357
BHMBCCMKT01,577,150,2016-10-11 16:01:00,427,0.25996533795493937
BHMBCCMKT01,577,127,2016-10-11 16:26:00,450,0.22010398613518198
BHMBCCMKT01,577,51,2016-10-12 08:04:00,526,0.08838821490467938
BHMBCCMKT01,577,57,2016-10-12 08:31:00,520,0.09878682842287695
BHMBCCMKT01,577,64,2016-10-12 09:03:00,513,0.11091854419410745
BHMBCCMKT01,577,73,2016-10-12 09:26:00,504,0.1265164644714038
BHMBCCMKT01,577,99,2016-10-12 10:01:00,478,0.17157712305025996
BHMBCCMKT01,577,112,2016-10-12 10:31:00,465,0.19410745233968804
BHMBCCMKT01,577,127,2016-10-12 11:04:00,450,0.22010398613518198
BHMBCCMKT01,577,128,2016-10-12 11:31:00,449,0.2218370883882149
BHMBCCMKT01,577,143,2016-10-12 12:04:00,434,0.24783362218370883
BHMBCCMKT01,577,158,2016-10-12 12:31:00,419,0.2738301559792028
BHMBCCMKT01,577,157,2016-10-12 13:04:00,420,0.2720970537261698
BHMBCCMKT01,577,164,2016-10-12 13:34:00,413,0.28422876949740034
BHMBCCMKT01,577,167,2016-10-12 14:03:00,410,0.28942807625649913
BHMBCCMKT01,577,159,2016-10-12 14:34:00,418,0.2755632582322357
BHMBCCMKT01,577,140,2016-10-12 15:01:00,437,0.24263431542461006
BHMBCCMKT01,577,128,2016-10-12 15:30:00,449,0.2218370883882149
BHMBCCMKT01,577,121,2016-10-12 15:57:00,456,0.2097053726169844
BHMBCCMKT01,577,111,2016-10-12 16:31:00,466,0.1923743500866551
BHMBCCMKT01,577,58,2016-10-13 07:57:00,519,0.10051993067590988
BHMBCCMKT01,577,65,2016-10-13 08:31:00,512,0.11265164644714037
BHMBCCMKT01,577,76,2016-10-13 09:04:00,501,0.1317157712305026
BHMBCCMKT01,577,97,2016-10-13 09:31:00,480,0.1681109185441941
BHMBCCMKT01,577,127,2016-10-13 09:57:00,450,0.22010398613518198
BHMBCCMKT01,577,166,2016-10-13 10:31:00,411,0.2876949740034662
BHMBCCMKT01,577,200,2016-10-13 11:04:00,377,0.3466204506065858
BHMBCCMKT01,577,220,2016-10-13 11:31:00,357,0.38128249566724437
BHMBCCMKT01,577,230,2016-10-13 11:57:00,347,0.3986135181975737
BHMBCCMKT01,577,231,2016-10-13 12:31:00,346,0.4003466204506066
BHMBCCMKT01,577,214,2016-10-13 13:04:00,363,0.3708838821490468
BHMBCCMKT01,577,203,2016-10-13 13:31:00,374,0.35181975736568455
BHMBCCMKT01,577,205,2016-10-13 13:57:00,372,0.35528596187175043
BHMBCCMKT01,577,181,2016-10-13 14:31:00,396,0.31369150779896016
BHMBCCMKT01,577,162,2016-10-13 15:04:00,415,0.2807625649913345
BHMBCCMKT01,577,144,2016-10-13 15:31:00,433,0.24956672443674177
BHMBCCMKT01,577,132,2016-10-13 16:04:00,445,0.22876949740034663
BHMBCCMKT01,577,130,2016-10-13 16:31:00,447,0.22530329289428075
BHMBCCMKT01,577,53,2016-10-14 08:01:00,524,0.09185441941074524
BHMBCCMKT01,577,57,2016-10-14 08:27:00,520,0.09878682842287695
BHMBCCMKT01,577,67,2016-10-14 09:01:00,510,0.11611785095320624
BHMBCCMKT01,577,100,2016-10-14 09:27:00,477,0.1733102253032929
BHMBCCMKT01,577,134,2016-10-14 10:01:00,443,0.2322357019064125
BHMBCCMKT01,577,157,2016-10-14 10:27:00,420,0.2720970537261698
BHMBCCMKT01,577,205,2016-10-14 11:01:00,372,0.35528596187175043
BHMBCCMKT01,577,220,2016-10-14 11:27:00,357,0.38128249566724437
BHMBCCMKT01,577,224,2016-10-14 12:01:00,353,0.3882149046793761
BHMBCCMKT01,577,213,2016-10-14 12:27:00,364,0.36915077989601386
BHMBCCMKT01,577,205,2016-10-14 13:01:00,372,0.35528596187175043
BHMBCCMKT01,577,201,2016-10-14 13:27:00,376,0.3483535528596187
BHMBCCMKT01,577,182,2016-10-14 14:01:00,395,0.31542461005199307
BHMBCCMKT01,577,174,2016-10-14 14:34:00,403,0.30155979202772965
BHMBCCMKT01,577,171,2016-10-14 15:01:00,406,0.29636048526863085
BHMBCCMKT01,577,161,2016-10-14 15:27:00,416,0.27902946273830154
BHMBCCMKT01,577,138,2016-10-14 16:01:00,439,0.2391681109185442
BHMBCCMKT01,577,134,2016-10-14 16:34:00,443,0.2322357019064125
BHMBCCMKT01,577,53,2016-10-15 08:01:00,524,0.09185441941074524
BHMBCCMKT01,577,63,2016-10-15 08:34:00,514,0.10918544194107452
BHMBCCMKT01,577,77,2016-10-15 09:01:00,500,0.13344887348353554
BHMBCCMKT01,577,101,2016-10-15 09:27:00,476,0.17504332755632582
BHMBCCMKT01,577,154,2016-10-15 10:01:00,423,0.2668977469670711
BHMBCCMKT01,577,171,2016-10-15 10:27:00,406,0.29636048526863085
BHMBCCMKT01,577,211,2016-10-15 11:01:00,366,0.36568457538994803
BHMBCCMKT01,577,239,2016-10-15 11:27:00,338,0.41421143847487
BHMBCCMKT01,577,276,2016-10-15 12:01:00,301,0.4783362218370884
BHMBCCMKT01,577,297,2016-10-15 12:27:00,280,0.5147313691507799
BHMBCCMKT01,577,332,2016-10-15 13:01:00,245,0.5753899480069324
BHMBCCMKT01,577,352,2016-10-15 13:34:00,225,0.610051993067591
BHMBCCMKT01,577,391,2016-10-15 14:01:00,186,0.6776429809358753
BHMBCCMKT01,577,409,2016-10-15 14:27:00,168,0.708838821490468
BHMBCCMKT01,577,442,2016-10-15 15:01:00,135,0.7660311958405546
BHMBCCMKT01,577,428,2016-10-15 15:27:00,149,0.7417677642980935
BHMBCCMKT01,577,412,2016-10-15 16:01:00,165,0.7140381282495667
BHMBCCMKT01,577,393,2016-10-15 16:27:00,184,0.6811091854419411
BHMBCCMKT01,577,48,2016-10-16 08:04:00,529,0.0831889081455806
BHMBCCMKT01,577,48,2016-10-16 08:27:00,529,0.0831889081455806
BHMBCCMKT01,577,55,2016-10-16 09:01:00,522,0.09532062391681109
BHMBCCMKT01,577,57,2016-10-16 09:27:00,520,0.09878682842287695
BHMBCCMKT01,577,57,2016-10-16 10:04:00,520,0.09878682842287695
BHMBCCMKT01,577,56,2016-10-16 10:34:00,521,0.09705372616984402
BHMBCCMKT01,577,56,2016-10-16 11:01:00,521,0.09705372616984402
BHMBCCMKT01,577,56,2016-10-16 11:27:00,521,0.09705372616984402
BHMBCCMKT01,577,65,2016-10-16 12:01:00,512,0.11265164644714037
BHMBCCMKT01,577,105,2016-10-16 12:27:00,472,0.18197573656845753
BHMBCCMKT01,577,131,2016-10-16 13:01:00,446,0.2270363951473137
BHMBCCMKT01,577,146,2016-10-16 13:27:00,431,0.2530329289428076
BHMBCCMKT01,577,170,2016-10-16 14:01:00,407,0.29462738301559793
BHMBCCMKT01,577,180,2016-10-16 14:27:00,397,0.3119584055459272
BHMBCCMKT01,577,192,2016-10-16 15:01:00,385,0.3327556325823224
BHMBCCMKT01,577,185,2016-10-16 15:31:00,392,0.32062391681109187
BHMBCCMKT01,577,173,2016-10-16 15:57:00,404,0.29982668977469673
BHMBCCMKT01,577,154,2016-10-16 16:31:00,423,0.2668977469670711
BHMBCCMKT01,577,50,2016-10-17 08:01:00,527,0.08665511265164645
BHMBCCMKT01,577,54,2016-10-17 08:27:00,523,0.09358752166377816
BHMBCCMKT01,577,66,2016-10-17 09:01:00,511,0.11438474870017332
BHMBCCMKT01,577,76,2016-10-17 09:27:00,501,0.1317157712305026
BHMBCCMKT01,577,112,2016-10-17 10:04:00,465,0.19410745233968804
BHMBCCMKT01,577,119,2016-10-17 10:31:00,458,0.20623916811091855
BHMBCCMKT01,577,144,2016-10-17 11:04:00,433,0.24956672443674177
BHMBCCMKT01,577,153,2016-10-17 11:31:00,424,0.2651646447140381
BHMBCCMKT01,577,159,2016-10-17 12:04:00,418,0.2755632582322357
BHMBCCMKT01,577,154,2016-10-17 12:31:00,423,0.2668977469670711
BHMBCCMKT01,577,154,2016-10-17 12:57:00,423,0.2668977469670711
BHMBCCMKT01,577,157,2016-10-17 13:31:00,420,0.2720970537261698
BHMBCCMKT01,577,161,2016-10-17 14:04:00,416,0.27902946273830154
BHMBCCMKT01,577,147,2016-10-17 14:31:00,430,0.25476603119584057
BHMBCCMKT01,577,133,2016-10-17 14:57:00,444,0.23050259965337955
BHMBCCMKT01,577,121,2016-10-17 15:31:00,456,0.2097053726169844
BHMBCCMKT01,577,115,2016-10-17 15:57:00,462,0.19930675909878684
BHMBCCMKT01,577,110,2016-10-17 16:28:00,467,0.19064124783362218
BHMBCCMKT01,577,57,2016-10-18 08:01:00,520,0.09878682842287695
BHMBCCMKT01,577,60,2016-10-18 08:28:00,517,0.10398613518197573
BHMBCCMKT01,577,72,2016-10-18 09:01:00,505,0.12478336221837089
BHMBCCMKT01,577,91,2016-10-18 09:28:00,486,0.15771230502599654
BHMBCCMKT01,577,145,2016-10-18 10:01:00,432,0.2512998266897747
BHMBCCMKT01,577,178,2016-10-18 10:28:00,399,0.30849220103986136
BHMBCCMKT01,577,220,2016-10-18 11:01:00,357,0.38128249566724437
BHMBCCMKT01,577,228,2016-10-18 11:27:00,349,0.3951473136915078
BHMBCCMKT01,577,231,2016-10-18 12:01:00,346,0.4003466204506066
BHMBCCMKT01,577,224,2016-10-18 12:27:00,353,0.3882149046793761
BHMBCCMKT01,577,237,2016-10-18 13:01:00,340,0.41074523396880414
BHMBCCMKT01,577,227,2016-10-18 13:28:00,350,0.3934142114384749
BHMBCCMKT01,577,226,2016-10-18 13:54:00,351,0.39168110918544197
BHMBCCMKT01,577,200,2016-10-18 14:27:00,377,0.3466204506065858
BHMBCCMKT01,577,165,2016-10-18 15:01:00,412,0.28596187175043325
BHMBCCMKT01,577,157,2016-10-18 15:27:00,420,0.2720970537261698
BHMBCCMKT01,577,149,2016-10-18 15:55:00,428,0.2582322357019064
BHMBCCMKT01,577,124,2016-10-18 16:27:00,453,0.21490467937608318
BHMBCCMKT01,577,49,2016-10-19 08:05:00,528,0.08492201039861352
BHMBCCMKT01,577,51,2016-10-19 08:25:00,526,0.08838821490467938
BHMBCCMKT01,577,59,2016-10-19 08:58:00,518,0.1022530329289428
BHMBCCMKT01,577,76,2016-10-19 09:32:00,501,0.1317157712305026
BHMBCCMKT01,577,105,2016-10-19 09:58:00,472,0.18197573656845753
BHMBCCMKT01,577,135,2016-10-19 10:25:00,442,0.2339688041594454
BHMBCCMKT01,577,156,2016-10-19 10:59:00,421,0.2703639514731369
BHMBCCMKT01,577,177,2016-10-19 11:25:00,400,0.30675909878682844
BHMBCCMKT01,577,181,2016-10-19 11:59:00,396,0.31369150779896016
BHMBCCMKT01,577,171,2016-10-19 12:25:00,406,0.29636048526863085
BHMBCCMKT01,577,165,2016-10-19 12:58:00,412,0.28596187175043325
BHMBCCMKT01,577,167,2016-10-19 13:25:00,410,0.28942807625649913
BHMBCCMKT01,577,161,2016-10-19 13:58:00,416,0.27902946273830154
BHMBCCMKT01,577,156,2016-10-19 14:32:00,421,0.2703639514731369
BHMBCCMKT01,577,144,2016-10-19 14:58:00,433,0.24956672443674177
BHMBCCMKT01,577,127,2016-10-19 15:32:00,450,0.22010398613518198
BHMBCCMKT01,577,117,2016-10-19 15:59:00,460,0.2027729636048527
BHMBCCMKT01,577,110,2016-10-19 16:25:00,467,0.19064124783362218
BHMBCCMKT01,577,57,2016-10-22 07:59:00,520,0.09878682842287695
BHMBCCMKT01,577,59,2016-10-22 08:26:00,518,0.1022530329289428
BHMBCCMKT01,577,72,2016-10-22 08:59:00,505,0.12478336221837089
BHMBCCMKT01,577,93,2016-10-22 09:26:00,484,0.1611785095320624
BHMBCCMKT01,577,130,2016-10-22 09:59:00,447,0.22530329289428075
BHMBCCMKT01,577,156,2016-10-22 10:26:00,421,0.2703639514731369
BHMBCCMKT01,577,198,2016-10-22 10:59:00,379,0.3431542461005199
BHMBCCMKT01,577,239,2016-10-22 11:32:00,338,0.41421143847487
BHMBCCMKT01,577,261,2016-10-22 11:59:00,316,0.45233968804159447
BHMBCCMKT01,577,324,2016-10-22 12:32:00,253,0.561525129982669
BHMBCCMKT01,577,359,2016-10-22 12:59:00,218,0.6221837088388215
BHMBCCMKT01,577,380,2016-10-22 13:32:00,197,0.658578856152513
BHMBCCMKT01,577,408,2016-10-22 13:59:00,169,0.707105719237435
BHMBCCMKT01,577,430,2016-10-22 14:39:00,147,0.7452339688041595
BHMBCCMKT01,577,424,2016-10-22 14:59:00,153,0.7348353552859619
BHMBCCMKT01,577,403,2016-10-22 15:26:00,174,0.6984402079722704
BHMBCCMKT01,577,384,2016-10-22 15:59:00,193,0.6655112651646448
BHMBCCMKT01,577,340,2016-10-22 16:26:00,237,0.5892547660311959
BHMBCCMKT01,577,47,2016-10-23 07:59:00,530,0.08145580589254767
BHMBCCMKT01,577,48,2016-10-23 08:26:00,529,0.0831889081455806
BHMBCCMKT01,577,51,2016-10-23 08:59:00,526,0.08838821490467938
BHMBCCMKT01,577,50,2016-10-23 09:26:00,527,0.08665511265164645
BHMBCCMKT01,577,54,2016-10-23 09:59:00,523,0.09358752166377816
BHMBCCMKT01,577,60,2016-10-23 10:26:00,517,0.10398613518197573
BHMBCCMKT01,577,80,2016-10-23 10:59:00,497,0.1386481802426343
BHMBCCMKT01,577,107,2016-10-23 11:26:00,470,0.1854419410745234
BHMBCCMKT01,577,125,2016-10-23 11:59:00,452,0.21663778162911612
BHMBCCMKT01,577,144,2016-10-23 12:26:00,433,0.24956672443674177
BHMBCCMKT01,577,175,2016-10-23 13:06:00,402,0.30329289428076256
BHMBCCMKT01,577,192,2016-10-23 13:26:00,385,0.3327556325823224
BHMBCCMKT01,577,215,2016-10-23 13:59:00,362,0.37261698440207974
BHMBCCMKT01,577,226,2016-10-23 14:26:00,351,0.39168110918544197
BHMBCCMKT01,577,219,2016-10-23 14:59:00,358,0.37954939341421146
BHMBCCMKT01,577,215,2016-10-23 15:26:00,362,0.37261698440207974
BHMBCCMKT01,577,179,2016-10-23 15:59:00,398,0.31022530329289427
BHMBCCMKT01,577,150,2016-10-23 16:26:00,427,0.25996533795493937
BHMBCCMKT01,577,47,2016-10-24 07:56:00,530,0.08145580589254767
BHMBCCMKT01,577,55,2016-10-24 08:29:00,522,0.09532062391681109
BHMBCCMKT01,577,62,2016-10-24 09:03:00,515,0.10745233968804159
BHMBCCMKT01,577,73,2016-10-24 09:30:00,504,0.1265164644714038
BHMBCCMKT01,577,87,2016-10-24 09:55:00,490,0.15077989601386482
BHMBCCMKT01,577,114,2016-10-24 10:30:00,463,0.1975736568457539
BHMBCCMKT01,577,137,2016-10-24 11:03:00,440,0.23743500866551126
BHMBCCMKT01,577,155,2016-10-24 11:29:00,422,0.268630849220104
BHMBCCMKT01,577,173,2016-10-24 12:02:00,404,0.29982668977469673
BHMBCCMKT01,577,191,2016-10-24 12:30:00,386,0.3310225303292894
BHMBCCMKT01,577,198,2016-10-24 12:56:00,379,0.3431542461005199
BHMBCCMKT01,577,208,2016-10-24 13:30:00,369,0.36048526863084923
BHMBCCMKT01,577,219,2016-10-24 13:56:00,358,0.37954939341421146
BHMBCCMKT01,577,215,2016-10-24 14:30:00,362,0.37261698440207974
BHMBCCMKT01,577,209,2016-10-24 14:56:00,368,0.36221837088388215
BHMBCCMKT01,577,209,2016-10-24 15:32:00,368,0.36221837088388215
BHMBCCMKT01,577,192,2016-10-24 16:00:00,385,0.3327556325823224
BHMBCCMKT01,577,175,2016-10-24 16:33:00,402,0.30329289428076256
BHMBCCMKT01,577,54,2016-10-25 08:00:00,523,0.09358752166377816
BHMBCCMKT01,577,55,2016-10-25 08:26:00,522,0.09532062391681109
BHMBCCMKT01,577,82,2016-10-25 09:00:00,495,0.14211438474870017
BHMBCCMKT01,577,95,2016-10-25 09:19:00,482,0.16464471403812825
BHMBCCMKT01,577,129,2016-10-25 09:56:00,448,0.22357019064124783
BHMBCCMKT01,577,173,2016-10-25 10:29:00,404,0.29982668977469673
BHMBCCMKT01,577,202,2016-10-25 10:56:00,375,0.35008665511265163
BHMBCCMKT01,577,249,2016-10-25 11:29:00,328,0.43154246100519933
BHMBCCMKT01,577,290,2016-10-25 12:02:00,287,0.5025996533795494
BHMBCCMKT01,577,303,2016-10-25 12:29:00,274,0.5251299826689775
BHMBCCMKT01,577,331,2016-10-25 13:03:00,246,0.5736568457538995
BHMBCCMKT01,577,345,2016-10-25 13:29:00,232,0.5979202772963604
BHMBCCMKT01,577,363,2016-10-25 13:56:00,214,0.6291161178509532
BHMBCCMKT01,577,365,2016-10-25 14:29:00,212,0.6325823223570191
BHMBCCMKT01,577,340,2016-10-25 15:02:00,237,0.5892547660311959
